input,SLURM_ARRAY_TASK_ID,SLURM_ARRAY_TASK_COUNT,output
0.2159094249981628,43,100,1.2159094249981628
0.139469295830572,43,100,1.139469295830572
0.0994516847596964,43,100,1.0994516847596965
0.1459754868816513,43,100,1.1459754868816514
0.2602399372633341,43,100,1.2602399372633342
0.1631741209984039,43,100,1.163174120998404
0.9547752168509274,43,100,1.9547752168509274
0.7651982156153263,43,100,1.7651982156153263
0.3371876388244348,43,100,1.3371876388244348
0.1041559332274837,43,100,1.1041559332274837
0.8709659035179557,43,100,1.8709659035179556
0.806635737792933,43,100,1.806635737792933
0.8666250037875733,43,100,1.8666250037875733
0.2377558678934732,43,100,1.2377558678934732
0.7829205783241072,43,100,1.782920578324107
0.8394027296274765,43,100,1.8394027296274764
0.1828582830196446,43,100,1.1828582830196446
0.1435046816540631,43,100,1.143504681654063
0.7248050707700227,43,100,1.7248050707700227
0.703328274013803,43,100,1.7033282740138032
0.8701815066721598,43,100,1.8701815066721599
0.0798961341488295,43,100,1.0798961341488296
0.3289370207567099,43,100,1.32893702075671
0.4167444147603016,43,100,1.4167444147603017
0.6667341723674376,43,100,1.6667341723674376
0.2950778723673141,43,100,1.295077872367314
0.0272949523334773,43,100,1.0272949523334773
0.2497107142555373,43,100,1.2497107142555373
0.4188347412618403,43,100,1.4188347412618403
0.0576823001375093,43,100,1.0576823001375093
0.2785543114738108,43,100,1.278554311473811
0.1803708889809644,43,100,1.1803708889809643
0.411408856082688,43,100,1.411408856082688
0.0284181210942544,43,100,1.0284181210942545
0.86987789417579,43,100,1.86987789417579
0.2105000876915476,43,100,1.2105000876915475
0.9190671060889554,43,100,1.9190671060889555
0.0764974804269659,43,100,1.0764974804269658
0.6992540032679996,43,100,1.6992540032679995
0.6500921775100447,43,100,1.6500921775100448
0.149060304653255,43,100,1.149060304653255
0.5736764436185692,43,100,1.5736764436185693
0.1175535806629316,43,100,1.1175535806629315
0.2350687009208935,43,100,1.2350687009208934
0.3056816971124011,43,100,1.305681697112401
0.668244355252039,43,100,1.668244355252039
0.4724247326893779,43,100,1.4724247326893778
0.7481661468067707,43,100,1.7481661468067706
0.4587746495302658,43,100,1.4587746495302658
0.8126999983212329,43,100,1.8126999983212329
0.0499634568393621,43,100,1.049963456839362
0.9501994245248264,43,100,1.9501994245248264
0.3673534485035822,43,100,1.3673534485035823
0.1153647700838761,43,100,1.115364770083876
0.5596648940094575,43,100,1.5596648940094575
0.7143143952916017,43,100,1.7143143952916016
0.8915474268048943,43,100,1.8915474268048942
0.7086473642002126,43,100,1.7086473642002127
0.9203275980947828,43,100,1.920327598094783
0.6586475042289238,43,100,1.6586475042289237
0.898485069267733,43,100,1.8984850692677329
0.8610831637398674,43,100,1.8610831637398673
0.3215277008715371,43,100,1.3215277008715371
0.8895842649844443,43,100,1.8895842649844443
0.9026834815251124,43,100,1.9026834815251124
0.8679586645136821,43,100,1.867958664513682
0.9975686564719636,43,100,1.9975686564719637
0.8963676410410701,43,100,1.8963676410410701
0.6847037936679986,43,100,1.6847037936679987
0.1672599540990044,43,100,1.1672599540990043
0.5670063267637518,43,100,1.5670063267637517
0.4441525490097181,43,100,1.444152549009718
0.4138856533600803,43,100,1.4138856533600803
0.1465690916313949,43,100,1.1465690916313949
0.5017103082591662,43,100,1.5017103082591663
0.5566047255651634,43,100,1.5566047255651634
0.2554978562517151,43,100,1.2554978562517152
0.1242536214727026,43,100,1.1242536214727026
0.0290335198517328,43,100,1.0290335198517329
0.7776823246124552,43,100,1.7776823246124551
0.5922608944808142,43,100,1.5922608944808143
0.1969791389792698,43,100,1.1969791389792699
0.2406694946098692,43,100,1.240669494609869
0.7284092496338851,43,100,1.7284092496338852
0.3434493308223555,43,100,1.3434493308223554
0.1241055932743587,43,100,1.1241055932743587
0.8909544073404739,43,100,1.890954407340474
0.8322155623746637,43,100,1.8322155623746637
0.5238957575320643,43,100,1.5238957575320642
0.8809615106363342,43,100,1.8809615106363342
0.5065799829757337,43,100,1.5065799829757336
0.2693090116227289,43,100,1.2693090116227288
0.342366428899585,43,100,1.342366428899585
0.1471399648762793,43,100,1.1471399648762792
0.1071583092075858,43,100,1.1071583092075858
0.0666828724111604,43,100,1.0666828724111603
0.8180251431892732,43,100,1.8180251431892733
0.2103215647012617,43,100,1.2103215647012617
0.7784951558071552,43,100,1.7784951558071551
0.9596456759594324,43,100,1.9596456759594325
