input,SLURM_ARRAY_TASK_ID,SLURM_ARRAY_TASK_COUNT,output
0.0697615072971242,86,100,1.0697615072971243
0.5352825707131459,86,100,1.5352825707131459
0.9432117432728196,86,100,1.9432117432728195
0.4648036124058211,86,100,1.464803612405821
0.3206522693894229,86,100,1.320652269389423
0.990009689518559,86,100,1.990009689518559
0.8458531672412841,86,100,1.8458531672412841
0.7175778785192055,86,100,1.7175778785192055
0.0279216563142323,86,100,1.0279216563142324
0.3546524143814371,86,100,1.3546524143814371
0.9606672210634808,86,100,1.9606672210634808
0.9143841519624252,86,100,1.9143841519624252
0.8083811750335937,86,100,1.8083811750335936
0.0633270428216642,86,100,1.0633270428216641
0.0411821137443608,86,100,1.0411821137443609
0.4130468672971482,86,100,1.4130468672971481
0.6240702902472404,86,100,1.6240702902472404
0.5214725565689475,86,100,1.5214725565689475
0.0025974117916182,86,100,1.002597411791618
0.6137179151392869,86,100,1.6137179151392869
0.144727513388137,86,100,1.144727513388137
0.1056833443026076,86,100,1.1056833443026075
0.655275978594071,86,100,1.6552759785940712
0.9584385287428744,86,100,1.9584385287428745
0.5693787045658096,86,100,1.5693787045658096
0.8015735953236071,86,100,1.8015735953236072
0.1056501531455592,86,100,1.1056501531455591
0.6370587029924918,86,100,1.637058702992492
0.9509905372615334,86,100,1.9509905372615335
0.1432730487194713,86,100,1.1432730487194713
0.3649920049733846,86,100,1.3649920049733846
0.7372978122892927,86,100,1.7372978122892926
0.434619370050694,86,100,1.434619370050694
0.3097270611718665,86,100,1.3097270611718665
0.6371552205274473,86,100,1.6371552205274473
0.5676853789943175,86,100,1.5676853789943175
0.7635749391312444,86,100,1.7635749391312445
0.6018533295663049,86,100,1.6018533295663049
0.833157073860154,86,100,1.833157073860154
0.5444255589135788,86,100,1.544425558913579
0.6397197213134773,86,100,1.6397197213134773
0.9936247105369752,86,100,1.993624710536975
0.7614349613104768,86,100,1.761434961310477
0.2614995080322622,86,100,1.2614995080322622
0.6707468740752839,86,100,1.670746874075284
0.1804368456177322,86,100,1.180436845617732
0.098711636466122,86,100,1.098711636466122
0.974129825053606,86,100,1.974129825053606
0.226493709804435,86,100,1.226493709804435
0.529189848457905,86,100,1.529189848457905
0.1583079109322313,86,100,1.1583079109322312
0.00012599946475,86,100,1.00012599946475
0.4932625978387471,86,100,1.493262597838747
0.8949104168879752,86,100,1.8949104168879751
0.5669861211917034,86,100,1.5669861211917033
0.9190452859960032,86,100,1.9190452859960032
0.531048679248223,86,100,1.531048679248223
0.8521110279640209,86,100,1.852111027964021
0.8050415974577059,86,100,1.8050415974577059
0.4122773956549207,86,100,1.4122773956549208
0.3571901274094027,86,100,1.3571901274094027
0.3408797351402618,86,100,1.3408797351402617
0.2535615422103512,86,100,1.2535615422103512
0.9615662087233482,86,100,1.9615662087233483
0.6592585491030258,86,100,1.6592585491030258
0.9384757149058784,86,100,1.9384757149058784
0.3747924520912379,86,100,1.374792452091238
0.9443451942679074,86,100,1.9443451942679073
0.0224690129964918,86,100,1.0224690129964917
0.0264961191503008,86,100,1.0264961191503008
0.1126854449723442,86,100,1.1126854449723442
0.6306539639710957,86,100,1.6306539639710957
0.4893694159290462,86,100,1.4893694159290463
0.8689180621150213,86,100,1.8689180621150214
0.226780094520572,86,100,1.226780094520572
0.2629126459012086,86,100,1.2629126459012086
0.1475267451260317,86,100,1.1475267451260316
0.92668092114365,86,100,1.92668092114365
0.8488327309965181,86,100,1.8488327309965182
0.134294118618761,86,100,1.134294118618761
0.7976634469029594,86,100,1.7976634469029595
0.3179962743203225,86,100,1.3179962743203224
0.7938105697536755,86,100,1.7938105697536755
0.5983717140036545,86,100,1.5983717140036546
0.9341503517319726,86,100,1.9341503517319727
0.3169241863395012,86,100,1.3169241863395011
0.3754258946337101,86,100,1.3754258946337101
0.4264980266556055,86,100,1.4264980266556055
0.0033711478616267,86,100,1.0033711478616267
0.9970873247301086,86,100,1.9970873247301086
0.8279082442904737,86,100,1.8279082442904737
0.8507204134951155,86,100,1.8507204134951154
0.0923546633269708,86,100,1.0923546633269707
0.9260753060198056,86,100,1.9260753060198055
0.351227075174272,86,100,1.3512270751742719
0.516712122982822,86,100,1.516712122982822
0.4667628110946255,86,100,1.4667628110946254
0.5197422293610436,86,100,1.5197422293610436
0.222580150334391,86,100,1.222580150334391
0.7532894473672885,86,100,1.7532894473672886
