input,SLURM_ARRAY_TASK_ID,SLURM_ARRAY_TASK_COUNT,output
0.6051492331323187,64,100,1.6051492331323187
0.0913954091678319,64,100,1.091395409167832
0.1790188213372684,64,100,1.1790188213372683
0.7672558617250719,64,100,1.7672558617250718
0.1146014019496031,64,100,1.114601401949603
0.3034178695935559,64,100,1.3034178695935559
0.2966199968862288,64,100,1.2966199968862289
0.6460136835891506,64,100,1.6460136835891506
0.8200492805732207,64,100,1.8200492805732207
0.1441863835673156,64,100,1.1441863835673156
0.4037037073109119,64,100,1.4037037073109118
0.0562312922975732,64,100,1.0562312922975732
0.2012293718836582,64,100,1.2012293718836582
0.261053405909478,64,100,1.261053405909478
0.6807789384425668,64,100,1.6807789384425669
0.2865471998653128,64,100,1.2865471998653129
0.2720115307689147,64,100,1.2720115307689146
0.9929746111593646,64,100,1.9929746111593647
0.7230674734338665,64,100,1.7230674734338665
0.0653547300381768,64,100,1.0653547300381767
0.0840758380308075,64,100,1.0840758380308075
0.7630871978127934,64,100,1.7630871978127933
0.8941970703217974,64,100,1.8941970703217974
0.2102082307088597,64,100,1.2102082307088597
0.0885524705603376,64,100,1.0885524705603375
0.8425724178023201,64,100,1.84257241780232
0.0980519166455081,64,100,1.098051916645508
0.9587239671736068,64,100,1.9587239671736068
0.0413128424953503,64,100,1.0413128424953504
0.7951498650435465,64,100,1.7951498650435465
0.382694036676385,64,100,1.382694036676385
0.9190666513588664,64,100,1.9190666513588663
0.0430103244011759,64,100,1.043010324401176
0.4239058692015582,64,100,1.4239058692015583
0.1572578697022095,64,100,1.1572578697022096
0.205202949450509,64,100,1.205202949450509
0.4570068382039197,64,100,1.4570068382039196
0.5035132238645352,64,100,1.5035132238645352
0.9169884197366642,64,100,1.9169884197366642
0.3844695020959003,64,100,1.3844695020959004
0.8599383424048627,64,100,1.8599383424048628
0.8569587828439085,64,100,1.8569587828439085
0.9117664048544166,64,100,1.9117664048544167
0.0983486421088998,64,100,1.0983486421088997
0.0612764937236827,64,100,1.0612764937236827
0.9867385710805784,64,100,1.9867385710805783
0.238544274519323,64,100,1.238544274519323
0.5674169451335681,64,100,1.567416945133568
0.0217298350287353,64,100,1.0217298350287354
0.5796512580811525,64,100,1.5796512580811526
0.0186165908669853,64,100,1.0186165908669853
0.0929645914400782,64,100,1.0929645914400783
0.628850762267807,64,100,1.628850762267807
0.1353176788162521,64,100,1.135317678816252
0.9071836774715868,64,100,1.9071836774715867
0.7013182456620873,64,100,1.7013182456620872
0.6478013255549507,64,100,1.6478013255549508
0.4224983581096205,64,100,1.4224983581096204
0.4363912713069527,64,100,1.4363912713069527
0.3049029590441761,64,100,1.304902959044176
0.3781289392827586,64,100,1.3781289392827585
0.6142525641509176,64,100,1.6142525641509176
0.6997791277448291,64,100,1.699779127744829
0.2419189826454084,64,100,1.2419189826454085
0.0960402653240329,64,100,1.0960402653240329
0.11172159550215,64,100,1.11172159550215
0.2415656926980413,64,100,1.2415656926980412
0.7901112787619022,64,100,1.7901112787619022
0.3729590025500633,64,100,1.3729590025500633
0.1852464167605322,64,100,1.185246416760532
0.8921162787289184,64,100,1.8921162787289183
0.535628245946986,64,100,1.5356282459469859
0.0231508178163915,64,100,1.0231508178163915
0.1800924704744769,64,100,1.1800924704744769
0.6006561578907917,64,100,1.6006561578907919
0.5700023385519785,64,100,1.5700023385519786
0.1019059156225908,64,100,1.1019059156225908
0.9620421364571528,64,100,1.9620421364571528
0.759856020470794,64,100,1.759856020470794
0.4936287253231955,64,100,1.4936287253231955
0.309216148906861,64,100,1.309216148906861
0.3233724382278329,64,100,1.323372438227833
0.5729565451806359,64,100,1.5729565451806358
0.9324862545907106,64,100,1.9324862545907107
0.1367349361642182,64,100,1.1367349361642183
0.8399422576214688,64,100,1.8399422576214688
0.0986392310583754,64,100,1.0986392310583755
0.8518027289678609,64,100,1.851802728967861
0.8700903900826562,64,100,1.8700903900826562
0.3858634419747513,64,100,1.3858634419747513
0.0032361686932184,64,100,1.0032361686932183
0.8279949510400633,64,100,1.8279949510400633
0.2517837372668144,64,100,1.2517837372668144
0.8757069079952382,64,100,1.8757069079952382
0.7016676540730717,64,100,1.7016676540730717
0.2918896106822757,64,100,1.2918896106822757
0.1855382819060818,64,100,1.1855382819060818
0.782752824346918,64,100,1.782752824346918
0.9205605683283398,64,100,1.9205605683283398
0.4747061695196631,64,100,1.474706169519663
