input,SLURM_ARRAY_TASK_ID,SLURM_ARRAY_TASK_COUNT,output
0.4446079740579735,48,100,1.4446079740579734
0.7428216356609384,48,100,1.7428216356609383
0.4827508277769619,48,100,1.4827508277769619
0.5721756572911578,48,100,1.5721756572911578
0.9020526164133432,48,100,1.9020526164133433
0.3833111822193698,48,100,1.3833111822193698
0.8895392104034822,48,100,1.8895392104034823
0.5915985298946193,48,100,1.5915985298946191
0.8877237354048749,48,100,1.887723735404875
0.4083796437122819,48,100,1.408379643712282
0.8399038180332293,48,100,1.8399038180332292
0.6510151508836006,48,100,1.6510151508836006
0.8075301837162177,48,100,1.8075301837162177
0.2924988904081033,48,100,1.2924988904081034
0.4640415800844623,48,100,1.4640415800844622
0.1213651435700854,48,100,1.1213651435700853
0.4500703899785903,48,100,1.4500703899785903
0.7582597987418677,48,100,1.7582597987418676
0.6437412719802753,48,100,1.6437412719802753
0.193905698360254,48,100,1.193905698360254
0.7103444093700496,48,100,1.7103444093700495
0.2226822666741459,48,100,1.222682266674146
0.5383789182983579,48,100,1.538378918298358
0.5769717516130407,48,100,1.5769717516130406
0.9705234569969792,48,100,1.9705234569969792
0.6407378526308295,48,100,1.6407378526308296
0.0484869577378465,48,100,1.0484869577378464
0.4464658483976081,48,100,1.446465848397608
0.6798976805073425,48,100,1.6798976805073425
0.9404416739724928,48,100,1.9404416739724928
0.1227455327138978,48,100,1.1227455327138978
0.669764755947144,48,100,1.669764755947144
0.6785769758877279,48,100,1.678576975887728
0.567415294413763,48,100,1.5674152944137631
0.5068862926563015,48,100,1.5068862926563016
0.4541062376487206,48,100,1.4541062376487206
0.4018111546572853,48,100,1.4018111546572853
0.2450800068160349,48,100,1.2450800068160348
0.2184689199957226,48,100,1.2184689199957226
0.9870455184366508,48,100,1.9870455184366507
0.587897086298311,48,100,1.587897086298311
0.8709553774373231,48,100,1.870955377437323
0.4998077182231006,48,100,1.4998077182231007
0.8267198792150198,48,100,1.8267198792150197
0.3377212145019627,48,100,1.3377212145019626
0.4223858069184876,48,100,1.4223858069184876
0.866495293859178,48,100,1.866495293859178
0.0597231163252067,48,100,1.0597231163252068
0.1534274696187374,48,100,1.1534274696187374
0.4608013810971162,48,100,1.460801381097116
0.9736420352611418,48,100,1.973642035261142
0.3218734236358587,48,100,1.3218734236358587
0.4052529999771124,48,100,1.4052529999771124
0.8383553244164327,48,100,1.8383553244164328
0.7781111176364752,48,100,1.7781111176364752
0.6636044353296255,48,100,1.6636044353296255
0.3800769784162197,48,100,1.3800769784162197
0.3631069403583321,48,100,1.363106940358332
0.0622047391721548,48,100,1.0622047391721547
0.9776687181705208,48,100,1.9776687181705208
0.7322350120946062,48,100,1.7322350120946062
0.0086920685751465,48,100,1.0086920685751466
0.9045652468034432,48,100,1.9045652468034433
0.5264159782596911,48,100,1.526415978259691
0.5323620760952317,48,100,1.5323620760952317
0.4024804736727772,48,100,1.4024804736727772
0.5044118723419209,48,100,1.5044118723419209
0.4948869734478379,48,100,1.4948869734478378
0.8727447593951132,48,100,1.8727447593951132
0.5702236990378075,48,100,1.5702236990378076
0.979444853268684,48,100,1.9794448532686841
0.3434842806940921,48,100,1.343484280694092
0.7594958292502627,48,100,1.7594958292502627
0.7596035276520108,48,100,1.7596035276520108
0.2738588290404589,48,100,1.2738588290404589
0.0793734943938738,48,100,1.0793734943938738
0.0688813925159077,48,100,1.0688813925159077
0.212201109896854,48,100,1.212201109896854
0.3356826408254584,48,100,1.3356826408254583
0.0881545250436753,48,100,1.0881545250436753
0.7940301367004575,48,100,1.7940301367004574
0.4520502234649722,48,100,1.4520502234649721
0.921066439734445,48,100,1.921066439734445
0.4251693461625407,48,100,1.4251693461625408
0.5344262963373989,48,100,1.534426296337399
0.6756674751601419,48,100,1.675667475160142
0.1645570440265018,48,100,1.1645570440265018
0.8444782935066999,48,100,1.8444782935067
0.6088397094847929,48,100,1.6088397094847928
0.49998063205337,48,100,1.49998063205337
0.1510320958079124,48,100,1.1510320958079123
0.6621213763637949,48,100,1.6621213763637948
0.5754355607227521,48,100,1.5754355607227521
0.9131906782264956,48,100,1.9131906782264956
0.281053226106794,48,100,1.281053226106794
0.1036130553637229,48,100,1.103613055363723
0.2065004146689971,48,100,1.206500414668997
0.2157049153507109,48,100,1.215704915350711
0.5351717128618428,48,100,1.535171712861843
0.6080959729986254,48,100,1.6080959729986253
